paraphrase,template_id,prop,possible_answers,id
Who was in charge of production of Bark?,5,producer,"[""Jefferson Airplane"", ""The Jefferson Airplane""]",4414043
Who produced 'Bark'?,6,producer,"[""Jefferson Airplane"", ""The Jefferson Airplane""]",4414043
Who produced the work 'Bark'?,7,producer,"[""Jefferson Airplane"", ""The Jefferson Airplane""]",4414043
Who is the producer of 'Bark'?,8,producer,"[""Jefferson Airplane"", ""The Jefferson Airplane""]",4414043
'Bark' was produced by who?,9,producer,"[""Jefferson Airplane"", ""The Jefferson Airplane""]",4414043
Who was in charge of production of 'Bark'?,10,producer,"[""Jefferson Airplane"", ""The Jefferson Airplane""]",4414043
Who was the producer of (I Can't Get No) Satisfaction?,0,producer,"[""Andrew Loog Oldham""]",798643
Who produced (I Can't Get No) Satisfaction?,1,producer,"[""Andrew Loog Oldham""]",798643
Who produced the work (I Can't Get No) Satisfaction?,2,producer,"[""Andrew Loog Oldham""]",798643
Who is the producer of (I Can't Get No) Satisfaction?,3,producer,"[""Andrew Loog Oldham""]",798643
(I Can't Get No) Satisfaction was produced by who?,4,producer,"[""Andrew Loog Oldham""]",798643
Who was in charge of production of (I Can't Get No) Satisfaction?,5,producer,"[""Andrew Loog Oldham""]",798643
Who produced '(I Can't Get No) Satisfaction'?,6,producer,"[""Andrew Loog Oldham""]",798643
Who produced the work '(I Can't Get No) Satisfaction'?,7,producer,"[""Andrew Loog Oldham""]",798643
Who is the producer of '(I Can't Get No) Satisfaction'?,8,producer,"[""Andrew Loog Oldham""]",798643
'(I Can't Get No) Satisfaction' was produced by who?,9,producer,"[""Andrew Loog Oldham""]",798643
Who was in charge of production of '(I Can't Get No) Satisfaction'?,10,producer,"[""Andrew Loog Oldham""]",798643
Who was the producer of Burn?,0,producer,"[""Deep Purple""]",5564065
Who produced Burn?,1,producer,"[""Deep Purple""]",5564065
Who produced the work Burn?,2,producer,"[""Deep Purple""]",5564065
Who is the producer of Burn?,3,producer,"[""Deep Purple""]",5564065
Burn was produced by who?,4,producer,"[""Deep Purple""]",5564065
Who was in charge of production of Burn?,5,producer,"[""Deep Purple""]",5564065
Who produced 'Burn'?,6,producer,"[""Deep Purple""]",5564065
Who produced the work 'Burn'?,7,producer,"[""Deep Purple""]",5564065
Who is the producer of 'Burn'?,8,producer,"[""Deep Purple""]",5564065
'Burn' was produced by who?,9,producer,"[""Deep Purple""]",5564065
Who was in charge of production of 'Burn'?,10,producer,"[""Deep Purple""]",5564065
Who was the producer of The Way?,0,producer,"[""Emilio Estévez""]",266155
Who produced The Way?,1,producer,"[""Emilio Estévez""]",266155
Who produced the work The Way?,2,producer,"[""Emilio Estévez""]",266155
Who is the producer of The Way?,3,producer,"[""Emilio Estévez""]",266155
The Way was produced by who?,4,producer,"[""Emilio Estévez""]",266155
Who was in charge of production of The Way?,5,producer,"[""Emilio Estévez""]",266155
Who produced 'The Way'?,6,producer,"[""Emilio Estévez""]",266155
Who produced the work 'The Way'?,7,producer,"[""Emilio Estévez""]",266155
Who is the producer of 'The Way'?,8,producer,"[""Emilio Estévez""]",266155
'The Way' was produced by who?,9,producer,"[""Emilio Estévez""]",266155
Who was in charge of production of 'The Way'?,10,producer,"[""Emilio Estévez""]",266155
Who was the producer of Paid in Full?,0,producer,"[""Roc-A-Fella Records""]",1847844
Who produced Paid in Full?,1,producer,"[""Roc-A-Fella Records""]",1847844
Who produced the work Paid in Full?,2,producer,"[""Roc-A-Fella Records""]",1847844
Who is the producer of Paid in Full?,3,producer,"[""Roc-A-Fella Records""]",1847844
Paid in Full was produced by who?,4,producer,"[""Roc-A-Fella Records""]",1847844
Who was in charge of production of Paid in Full?,5,producer,"[""Roc-A-Fella Records""]",1847844
Who produced 'Paid in Full'?,6,producer,"[""Roc-A-Fella Records""]",1847844
Who produced the work 'Paid in Full'?,7,producer,"[""Roc-A-Fella Records""]",1847844
Who is the producer of 'Paid in Full'?,8,producer,"[""Roc-A-Fella Records""]",1847844
'Paid in Full' was produced by who?,9,producer,"[""Roc-A-Fella Records""]",1847844
Who was in charge of production of 'Paid in Full'?,10,producer,"[""Roc-A-Fella Records""]",1847844
Who was the producer of The Union?,0,producer,"[""Cameron Crowe"", ""Cameron Bruce Crowe""]",2675644
Who produced The Union?,1,producer,"[""Cameron Crowe"", ""Cameron Bruce Crowe""]",2675644
Who produced the work The Union?,2,producer,"[""Cameron Crowe"", ""Cameron Bruce Crowe""]",2675644
Who is the producer of The Union?,3,producer,"[""Cameron Crowe"", ""Cameron Bruce Crowe""]",2675644
The Union was produced by who?,4,producer,"[""Cameron Crowe"", ""Cameron Bruce Crowe""]",2675644
Who was in charge of production of The Union?,5,producer,"[""Cameron Crowe"", ""Cameron Bruce Crowe""]",2675644
Who produced 'The Union'?,6,producer,"[""Cameron Crowe"", ""Cameron Bruce Crowe""]",2675644
Who produced the work 'The Union'?,7,producer,"[""Cameron Crowe"", ""Cameron Bruce Crowe""]",2675644
Who is the producer of 'The Union'?,8,producer,"[""Cameron Crowe"", ""Cameron Bruce Crowe""]",2675644
'The Union' was produced by who?,9,producer,"[""Cameron Crowe"", ""Cameron Bruce Crowe""]",2675644
Who was in charge of production of 'The Union'?,10,producer,"[""Cameron Crowe"", ""Cameron Bruce Crowe""]",2675644
Who was the producer of The End of Violence?,0,producer,"[""Wim Wenders"", ""Vimu Vendâsu"", ""Ernst Wilhelm Wenders"", ""Vimu Vendasu""]",3113424
Who produced The End of Violence?,1,producer,"[""Wim Wenders"", ""Vimu Vendâsu"", ""Ernst Wilhelm Wenders"", ""Vimu Vendasu""]",3113424
Who produced the work The End of Violence?,2,producer,"[""Wim Wenders"", ""Vimu Vendâsu"", ""Ernst Wilhelm Wenders"", ""Vimu Vendasu""]",3113424
Who is the producer of The End of Violence?,3,producer,"[""Wim Wenders"", ""Vimu Vendâsu"", ""Ernst Wilhelm Wenders"", ""Vimu Vendasu""]",3113424
The End of Violence was produced by who?,4,producer,"[""Wim Wenders"", ""Vimu Vendâsu"", ""Ernst Wilhelm Wenders"", ""Vimu Vendasu""]",3113424
Who was in charge of production of The End of Violence?,5,producer,"[""Wim Wenders"", ""Vimu Vendâsu"", ""Ernst Wilhelm Wenders"", ""Vimu Vendasu""]",3113424
Who produced 'The End of Violence'?,6,producer,"[""Wim Wenders"", ""Vimu Vendâsu"", ""Ernst Wilhelm Wenders"", ""Vimu Vendasu""]",3113424
Who produced the work 'The End of Violence'?,7,producer,"[""Wim Wenders"", ""Vimu Vendâsu"", ""Ernst Wilhelm Wenders"", ""Vimu Vendasu""]",3113424
Who is the producer of 'The End of Violence'?,8,producer,"[""Wim Wenders"", ""Vimu Vendâsu"", ""Ernst Wilhelm Wenders"", ""Vimu Vendasu""]",3113424
'The End of Violence' was produced by who?,9,producer,"[""Wim Wenders"", ""Vimu Vendâsu"", ""Ernst Wilhelm Wenders"", ""Vimu Vendasu""]",3113424
Who was in charge of production of 'The End of Violence'?,10,producer,"[""Wim Wenders"", ""Vimu Vendâsu"", ""Ernst Wilhelm Wenders"", ""Vimu Vendasu""]",3113424
Who was the producer of Secrets?,0,producer,"[""Mary Pickford"", ""Gladys Marie Smith"", ""Gladys Louise Smith"", ""Gladys Mary Moore""]",2074693
Who produced Secrets?,1,producer,"[""Mary Pickford"", ""Gladys Marie Smith"", ""Gladys Louise Smith"", ""Gladys Mary Moore""]",2074693
Who produced the work Secrets?,2,producer,"[""Mary Pickford"", ""Gladys Marie Smith"", ""Gladys Louise Smith"", ""Gladys Mary Moore""]",2074693
Who is the producer of Secrets?,3,producer,"[""Mary Pickford"", ""Gladys Marie Smith"", ""Gladys Louise Smith"", ""Gladys Mary Moore""]",2074693
Secrets was produced by who?,4,producer,"[""Mary Pickford"", ""Gladys Marie Smith"", ""Gladys Louise Smith"", ""Gladys Mary Moore""]",2074693
Who was in charge of production of Secrets?,5,producer,"[""Mary Pickford"", ""Gladys Marie Smith"", ""Gladys Louise Smith"", ""Gladys Mary Moore""]",2074693
Who produced 'Secrets'?,6,producer,"[""Mary Pickford"", ""Gladys Marie Smith"", ""Gladys Louise Smith"", ""Gladys Mary Moore""]",2074693
Who produced the work 'Secrets'?,7,producer,"[""Mary Pickford"", ""Gladys Marie Smith"", ""Gladys Louise Smith"", ""Gladys Mary Moore""]",2074693
Who is the producer of 'Secrets'?,8,producer,"[""Mary Pickford"", ""Gladys Marie Smith"", ""Gladys Louise Smith"", ""Gladys Mary Moore""]",2074693
'Secrets' was produced by who?,9,producer,"[""Mary Pickford"", ""Gladys Marie Smith"", ""Gladys Louise Smith"", ""Gladys Mary Moore""]",2074693
Who was in charge of production of 'Secrets'?,10,producer,"[""Mary Pickford"", ""Gladys Marie Smith"", ""Gladys Louise Smith"", ""Gladys Mary Moore""]",2074693
Who was the producer of Long Pants?,0,producer,"[""Harry Langdon"", ""Harry Philmore Langdon""]",1774445
Who produced Long Pants?,1,producer,"[""Harry Langdon"", ""Harry Philmore Langdon""]",1774445
Who produced the work Long Pants?,2,producer,"[""Harry Langdon"", ""Harry Philmore Langdon""]",1774445
Who is the producer of Long Pants?,3,producer,"[""Harry Langdon"", ""Harry Philmore Langdon""]",1774445
Long Pants was produced by who?,4,producer,"[""Harry Langdon"", ""Harry Philmore Langdon""]",1774445
Who was in charge of production of Long Pants?,5,producer,"[""Harry Langdon"", ""Harry Philmore Langdon""]",1774445
Who produced 'Long Pants'?,6,producer,"[""Harry Langdon"", ""Harry Philmore Langdon""]",1774445
Who produced the work 'Long Pants'?,7,producer,"[""Harry Langdon"", ""Harry Philmore Langdon""]",1774445
Who is the producer of 'Long Pants'?,8,producer,"[""Harry Langdon"", ""Harry Philmore Langdon""]",1774445
'Long Pants' was produced by who?,9,producer,"[""Harry Langdon"", ""Harry Philmore Langdon""]",1774445
Who was in charge of production of 'Long Pants'?,10,producer,"[""Harry Langdon"", ""Harry Philmore Langdon""]",1774445
Who was the producer of Our Wife?,0,producer,"[""Hal Roach""]",1010059
Who produced Our Wife?,1,producer,"[""Hal Roach""]",1010059
Who produced the work Our Wife?,2,producer,"[""Hal Roach""]",1010059
Who is the producer of Our Wife?,3,producer,"[""Hal Roach""]",1010059
Our Wife was produced by who?,4,producer,"[""Hal Roach""]",1010059
Who was in charge of production of Our Wife?,5,producer,"[""Hal Roach""]",1010059
Who produced 'Our Wife'?,6,producer,"[""Hal Roach""]",1010059
Who produced the work 'Our Wife'?,7,producer,"[""Hal Roach""]",1010059
Who is the producer of 'Our Wife'?,8,producer,"[""Hal Roach""]",1010059
'Our Wife' was produced by who?,9,producer,"[""Hal Roach""]",1010059
Who was in charge of production of 'Our Wife'?,10,producer,"[""Hal Roach""]",1010059
Who was the producer of Clerk?,0,producer,"[""Manoj Kumar""]",3753589
Who produced Clerk?,1,producer,"[""Manoj Kumar""]",3753589
Who produced the work Clerk?,2,producer,"[""Manoj Kumar""]",3753589
Who is the producer of Clerk?,3,producer,"[""Manoj Kumar""]",3753589
Clerk was produced by who?,4,producer,"[""Manoj Kumar""]",3753589
Who was in charge of production of Clerk?,5,producer,"[""Manoj Kumar""]",3753589
Who produced 'Clerk'?,6,producer,"[""Manoj Kumar""]",3753589
Who produced the work 'Clerk'?,7,producer,"[""Manoj Kumar""]",3753589
Who is the producer of 'Clerk'?,8,producer,"[""Manoj Kumar""]",3753589
'Clerk' was produced by who?,9,producer,"[""Manoj Kumar""]",3753589
Who was in charge of production of 'Clerk'?,10,producer,"[""Manoj Kumar""]",3753589
Who was the producer of The War at Home?,0,producer,"[""Emilio Estévez""]",779097
Who produced The War at Home?,1,producer,"[""Emilio Estévez""]",779097
Who produced the work The War at Home?,2,producer,"[""Emilio Estévez""]",779097
Who is the producer of The War at Home?,3,producer,"[""Emilio Estévez""]",779097
The War at Home was produced by who?,4,producer,"[""Emilio Estévez""]",779097
Who was in charge of production of The War at Home?,5,producer,"[""Emilio Estévez""]",779097
Who produced 'The War at Home'?,6,producer,"[""Emilio Estévez""]",779097
Who produced the work 'The War at Home'?,7,producer,"[""Emilio Estévez""]",779097
Who is the producer of 'The War at Home'?,8,producer,"[""Emilio Estévez""]",779097
'The War at Home' was produced by who?,9,producer,"[""Emilio Estévez""]",779097
Who was in charge of production of 'The War at Home'?,10,producer,"[""Emilio Estévez""]",779097
Who was the producer of Stand Up?,0,producer,"[""Ian Anderson"", ""Ian Scott Anderson""]",6405802
Who produced Stand Up?,1,producer,"[""Ian Anderson"", ""Ian Scott Anderson""]",6405802
Who produced the work Stand Up?,2,producer,"[""Ian Anderson"", ""Ian Scott Anderson""]",6405802
Who is the producer of Stand Up?,3,producer,"[""Ian Anderson"", ""Ian Scott Anderson""]",6405802
Stand Up was produced by who?,4,producer,"[""Ian Anderson"", ""Ian Scott Anderson""]",6405802
Who was in charge of production of Stand Up?,5,producer,"[""Ian Anderson"", ""Ian Scott Anderson""]",6405802
Who produced 'Stand Up'?,6,producer,"[""Ian Anderson"", ""Ian Scott Anderson""]",6405802
Who produced the work 'Stand Up'?,7,producer,"[""Ian Anderson"", ""Ian Scott Anderson""]",6405802
Who is the producer of 'Stand Up'?,8,producer,"[""Ian Anderson"", ""Ian Scott Anderson""]",6405802
'Stand Up' was produced by who?,9,producer,"[""Ian Anderson"", ""Ian Scott Anderson""]",6405802
Who was in charge of production of 'Stand Up'?,10,producer,"[""Ian Anderson"", ""Ian Scott Anderson""]",6405802
Who was the producer of We Are Family?,0,producer,"[""Karan Johar"", ""Karan Kumar Johar""]",204621
Who produced We Are Family?,1,producer,"[""Karan Johar"", ""Karan Kumar Johar""]",204621
Who produced the work We Are Family?,2,producer,"[""Karan Johar"", ""Karan Kumar Johar""]",204621
Who is the producer of We Are Family?,3,producer,"[""Karan Johar"", ""Karan Kumar Johar""]",204621
We Are Family was produced by who?,4,producer,"[""Karan Johar"", ""Karan Kumar Johar""]",204621
Who was in charge of production of We Are Family?,5,producer,"[""Karan Johar"", ""Karan Kumar Johar""]",204621
Who produced 'We Are Family'?,6,producer,"[""Karan Johar"", ""Karan Kumar Johar""]",204621
Who produced the work 'We Are Family'?,7,producer,"[""Karan Johar"", ""Karan Kumar Johar""]",204621
Who is the producer of 'We Are Family'?,8,producer,"[""Karan Johar"", ""Karan Kumar Johar""]",204621
'We Are Family' was produced by who?,9,producer,"[""Karan Johar"", ""Karan Kumar Johar""]",204621
Who was in charge of production of 'We Are Family'?,10,producer,"[""Karan Johar"", ""Karan Kumar Johar""]",204621
Who was the producer of The Imitation Game?,0,producer,"[""Teddy Schwarzman"", ""Edward Frank Schwarzman"", ""Edward Schwarzman"", ""Nora Grossman"", ""Ido Ostrowsky""]",651293
Who produced The Imitation Game?,1,producer,"[""Teddy Schwarzman"", ""Edward Frank Schwarzman"", ""Edward Schwarzman"", ""Nora Grossman"", ""Ido Ostrowsky""]",651293
Who produced the work The Imitation Game?,2,producer,"[""Teddy Schwarzman"", ""Edward Frank Schwarzman"", ""Edward Schwarzman"", ""Nora Grossman"", ""Ido Ostrowsky""]",651293
Who is the producer of The Imitation Game?,3,producer,"[""Teddy Schwarzman"", ""Edward Frank Schwarzman"", ""Edward Schwarzman"", ""Nora Grossman"", ""Ido Ostrowsky""]",651293
The Imitation Game was produced by who?,4,producer,"[""Teddy Schwarzman"", ""Edward Frank Schwarzman"", ""Edward Schwarzman"", ""Nora Grossman"", ""Ido Ostrowsky""]",651293
Who was in charge of production of The Imitation Game?,5,producer,"[""Teddy Schwarzman"", ""Edward Frank Schwarzman"", ""Edward Schwarzman"", ""Nora Grossman"", ""Ido Ostrowsky""]",651293
Who produced 'The Imitation Game'?,6,producer,"[""Teddy Schwarzman"", ""Edward Frank Schwarzman"", ""Edward Schwarzman"", ""Nora Grossman"", ""Ido Ostrowsky""]",651293
Who produced the work 'The Imitation Game'?,7,producer,"[""Teddy Schwarzman"", ""Edward Frank Schwarzman"", ""Edward Schwarzman"", ""Nora Grossman"", ""Ido Ostrowsky""]",651293
Who is the producer of 'The Imitation Game'?,8,producer,"[""Teddy Schwarzman"", ""Edward Frank Schwarzman"", ""Edward Schwarzman"", ""Nora Grossman"", ""Ido Ostrowsky""]",651293
'The Imitation Game' was produced by who?,9,producer,"[""Teddy Schwarzman"", ""Edward Frank Schwarzman"", ""Edward Schwarzman"", ""Nora Grossman"", ""Ido Ostrowsky""]",651293
Who was in charge of production of 'The Imitation Game'?,10,producer,"[""Teddy Schwarzman"", ""Edward Frank Schwarzman"", ""Edward Schwarzman"", ""Nora Grossman"", ""Ido Ostrowsky""]",651293
Who was the producer of One of the Best?,0,producer,"[""Carlyle Blackwell""]",5343321
Who produced One of the Best?,1,producer,"[""Carlyle Blackwell""]",5343321
Who produced the work One of the Best?,2,producer,"[""Carlyle Blackwell""]",5343321
Who is the producer of One of the Best?,3,producer,"[""Carlyle Blackwell""]",5343321
One of the Best was produced by who?,4,producer,"[""Carlyle Blackwell""]",5343321
Who was in charge of production of One of the Best?,5,producer,"[""Carlyle Blackwell""]",5343321
Who produced 'One of the Best'?,6,producer,"[""Carlyle Blackwell""]",5343321
Who produced the work 'One of the Best'?,7,producer,"[""Carlyle Blackwell""]",5343321
Who is the producer of 'One of the Best'?,8,producer,"[""Carlyle Blackwell""]",5343321
'One of the Best' was produced by who?,9,producer,"[""Carlyle Blackwell""]",5343321
Who was in charge of production of 'One of the Best'?,10,producer,"[""Carlyle Blackwell""]",5343321
Who was the producer of The Ref?,0,producer,"[""Jerry Bruckheimer"", ""Jerome Leon Bruckheimer"", ""Don Simpson"", ""Donald Clarence Simpson"", ""Donald Clarence \""Don\"" Simpson""]",488455
Who produced The Ref?,1,producer,"[""Jerry Bruckheimer"", ""Jerome Leon Bruckheimer"", ""Don Simpson"", ""Donald Clarence Simpson"", ""Donald Clarence \""Don\"" Simpson""]",488455
Who produced the work The Ref?,2,producer,"[""Jerry Bruckheimer"", ""Jerome Leon Bruckheimer"", ""Don Simpson"", ""Donald Clarence Simpson"", ""Donald Clarence \""Don\"" Simpson""]",488455
Who is the producer of The Ref?,3,producer,"[""Jerry Bruckheimer"", ""Jerome Leon Bruckheimer"", ""Don Simpson"", ""Donald Clarence Simpson"", ""Donald Clarence \""Don\"" Simpson""]",488455
The Ref was produced by who?,4,producer,"[""Jerry Bruckheimer"", ""Jerome Leon Bruckheimer"", ""Don Simpson"", ""Donald Clarence Simpson"", ""Donald Clarence \""Don\"" Simpson""]",488455
Who was in charge of production of The Ref?,5,producer,"[""Jerry Bruckheimer"", ""Jerome Leon Bruckheimer"", ""Don Simpson"", ""Donald Clarence Simpson"", ""Donald Clarence \""Don\"" Simpson""]",488455
Who produced 'The Ref'?,6,producer,"[""Jerry Bruckheimer"", ""Jerome Leon Bruckheimer"", ""Don Simpson"", ""Donald Clarence Simpson"", ""Donald Clarence \""Don\"" Simpson""]",488455
Who produced the work 'The Ref'?,7,producer,"[""Jerry Bruckheimer"", ""Jerome Leon Bruckheimer"", ""Don Simpson"", ""Donald Clarence Simpson"", ""Donald Clarence \""Don\"" Simpson""]",488455
Who is the producer of 'The Ref'?,8,producer,"[""Jerry Bruckheimer"", ""Jerome Leon Bruckheimer"", ""Don Simpson"", ""Donald Clarence Simpson"", ""Donald Clarence \""Don\"" Simpson""]",488455
'The Ref' was produced by who?,9,producer,"[""Jerry Bruckheimer"", ""Jerome Leon Bruckheimer"", ""Don Simpson"", ""Donald Clarence Simpson"", ""Donald Clarence \""Don\"" Simpson""]",488455
Who was in charge of production of 'The Ref'?,10,producer,"[""Jerry Bruckheimer"", ""Jerome Leon Bruckheimer"", ""Don Simpson"", ""Donald Clarence Simpson"", ""Donald Clarence \""Don\"" Simpson""]",488455
Who was the producer of X?,0,producer,"[""Roger Corman"", ""Roger William Corman""]",285184
Who produced X?,1,producer,"[""Roger Corman"", ""Roger William Corman""]",285184
Who produced the work X?,2,producer,"[""Roger Corman"", ""Roger William Corman""]",285184
Who is the producer of X?,3,producer,"[""Roger Corman"", ""Roger William Corman""]",285184
X was produced by who?,4,producer,"[""Roger Corman"", ""Roger William Corman""]",285184
Who was in charge of production of X?,5,producer,"[""Roger Corman"", ""Roger William Corman""]",285184
Who produced 'X'?,6,producer,"[""Roger Corman"", ""Roger William Corman""]",285184
Who produced the work 'X'?,7,producer,"[""Roger Corman"", ""Roger William Corman""]",285184
Who is the producer of 'X'?,8,producer,"[""Roger Corman"", ""Roger William Corman""]",285184
'X' was produced by who?,9,producer,"[""Roger Corman"", ""Roger William Corman""]",285184
Who was in charge of production of 'X'?,10,producer,"[""Roger Corman"", ""Roger William Corman""]",285184
Who was the producer of El Cid?,0,producer,"[""Samuel Bronston""]",6471268
Who produced El Cid?,1,producer,"[""Samuel Bronston""]",6471268
Who produced the work El Cid?,2,producer,"[""Samuel Bronston""]",6471268
Who is the producer of El Cid?,3,producer,"[""Samuel Bronston""]",6471268
El Cid was produced by who?,4,producer,"[""Samuel Bronston""]",6471268
Who was in charge of production of El Cid?,5,producer,"[""Samuel Bronston""]",6471268
Who produced 'El Cid'?,6,producer,"[""Samuel Bronston""]",6471268
Who produced the work 'El Cid'?,7,producer,"[""Samuel Bronston""]",6471268
Who is the producer of 'El Cid'?,8,producer,"[""Samuel Bronston""]",6471268
'El Cid' was produced by who?,9,producer,"[""Samuel Bronston""]",6471268
Who was in charge of production of 'El Cid'?,10,producer,"[""Samuel Bronston""]",6471268
Who was the producer of On the Town?,0,producer,"[""Roger Edens"", ""Metro-Goldwyn-Mayer"", ""MGM"", ""Arthur Freed"", ""Arthur Grossman""]",2435549
Who produced On the Town?,1,producer,"[""Roger Edens"", ""Metro-Goldwyn-Mayer"", ""MGM"", ""Arthur Freed"", ""Arthur Grossman""]",2435549
Who produced the work On the Town?,2,producer,"[""Roger Edens"", ""Metro-Goldwyn-Mayer"", ""MGM"", ""Arthur Freed"", ""Arthur Grossman""]",2435549
Who is the producer of On the Town?,3,producer,"[""Roger Edens"", ""Metro-Goldwyn-Mayer"", ""MGM"", ""Arthur Freed"", ""Arthur Grossman""]",2435549
On the Town was produced by who?,4,producer,"[""Roger Edens"", ""Metro-Goldwyn-Mayer"", ""MGM"", ""Arthur Freed"", ""Arthur Grossman""]",2435549
Who was in charge of production of On the Town?,5,producer,"[""Roger Edens"", ""Metro-Goldwyn-Mayer"", ""MGM"", ""Arthur Freed"", ""Arthur Grossman""]",2435549
Who produced 'On the Town'?,6,producer,"[""Roger Edens"", ""Metro-Goldwyn-Mayer"", ""MGM"", ""Arthur Freed"", ""Arthur Grossman""]",2435549
Who produced the work 'On the Town'?,7,producer,"[""Roger Edens"", ""Metro-Goldwyn-Mayer"", ""MGM"", ""Arthur Freed"", ""Arthur Grossman""]",2435549
Who is the producer of 'On the Town'?,8,producer,"[""Roger Edens"", ""Metro-Goldwyn-Mayer"", ""MGM"", ""Arthur Freed"", ""Arthur Grossman""]",2435549
'On the Town' was produced by who?,9,producer,"[""Roger Edens"", ""Metro-Goldwyn-Mayer"", ""MGM"", ""Arthur Freed"", ""Arthur Grossman""]",2435549
Who was in charge of production of 'On the Town'?,10,producer,"[""Roger Edens"", ""Metro-Goldwyn-Mayer"", ""MGM"", ""Arthur Freed"", ""Arthur Grossman""]",2435549
Who was the producer of Shaolin Soccer?,0,producer,"[""Stephen Chow"", ""Stephen Chow Sing Chi"", ""Chow Sing Chi"", ""Zhou Xingchi"", ""Stephen Chiau"", ""Stephen Chiau Sing-chi""]",4019943
Who produced Shaolin Soccer?,1,producer,"[""Stephen Chow"", ""Stephen Chow Sing Chi"", ""Chow Sing Chi"", ""Zhou Xingchi"", ""Stephen Chiau"", ""Stephen Chiau Sing-chi""]",4019943
Who produced the work Shaolin Soccer?,2,producer,"[""Stephen Chow"", ""Stephen Chow Sing Chi"", ""Chow Sing Chi"", ""Zhou Xingchi"", ""Stephen Chiau"", ""Stephen Chiau Sing-chi""]",4019943
Who is the producer of Shaolin Soccer?,3,producer,"[""Stephen Chow"", ""Stephen Chow Sing Chi"", ""Chow Sing Chi"", ""Zhou Xingchi"", ""Stephen Chiau"", ""Stephen Chiau Sing-chi""]",4019943
Shaolin Soccer was produced by who?,4,producer,"[""Stephen Chow"", ""Stephen Chow Sing Chi"", ""Chow Sing Chi"", ""Zhou Xingchi"", ""Stephen Chiau"", ""Stephen Chiau Sing-chi""]",4019943
Who was in charge of production of Shaolin Soccer?,5,producer,"[""Stephen Chow"", ""Stephen Chow Sing Chi"", ""Chow Sing Chi"", ""Zhou Xingchi"", ""Stephen Chiau"", ""Stephen Chiau Sing-chi""]",4019943
Who produced 'Shaolin Soccer'?,6,producer,"[""Stephen Chow"", ""Stephen Chow Sing Chi"", ""Chow Sing Chi"", ""Zhou Xingchi"", ""Stephen Chiau"", ""Stephen Chiau Sing-chi""]",4019943
Who produced the work 'Shaolin Soccer'?,7,producer,"[""Stephen Chow"", ""Stephen Chow Sing Chi"", ""Chow Sing Chi"", ""Zhou Xingchi"", ""Stephen Chiau"", ""Stephen Chiau Sing-chi""]",4019943
Who is the producer of 'Shaolin Soccer'?,8,producer,"[""Stephen Chow"", ""Stephen Chow Sing Chi"", ""Chow Sing Chi"", ""Zhou Xingchi"", ""Stephen Chiau"", ""Stephen Chiau Sing-chi""]",4019943
'Shaolin Soccer' was produced by who?,9,producer,"[""Stephen Chow"", ""Stephen Chow Sing Chi"", ""Chow Sing Chi"", ""Zhou Xingchi"", ""Stephen Chiau"", ""Stephen Chiau Sing-chi""]",4019943
Who was in charge of production of 'Shaolin Soccer'?,10,producer,"[""Stephen Chow"", ""Stephen Chow Sing Chi"", ""Chow Sing Chi"", ""Zhou Xingchi"", ""Stephen Chiau"", ""Stephen Chiau Sing-chi""]",4019943
Who was the producer of Vitti Dandu?,0,producer,"[""Ajay Devgn"", ""Vishal Devgan"", ""Ajay Devgan""]",1401285
Who produced Vitti Dandu?,1,producer,"[""Ajay Devgn"", ""Vishal Devgan"", ""Ajay Devgan""]",1401285
Who produced the work Vitti Dandu?,2,producer,"[""Ajay Devgn"", ""Vishal Devgan"", ""Ajay Devgan""]",1401285
Who is the producer of Vitti Dandu?,3,producer,"[""Ajay Devgn"", ""Vishal Devgan"", ""Ajay Devgan""]",1401285
Vitti Dandu was produced by who?,4,producer,"[""Ajay Devgn"", ""Vishal Devgan"", ""Ajay Devgan""]",1401285
Who was in charge of production of Vitti Dandu?,5,producer,"[""Ajay Devgn"", ""Vishal Devgan"", ""Ajay Devgan""]",1401285
Who produced 'Vitti Dandu'?,6,producer,"[""Ajay Devgn"", ""Vishal Devgan"", ""Ajay Devgan""]",1401285
Who produced the work 'Vitti Dandu'?,7,producer,"[""Ajay Devgn"", ""Vishal Devgan"", ""Ajay Devgan""]",1401285
Who is the producer of 'Vitti Dandu'?,8,producer,"[""Ajay Devgn"", ""Vishal Devgan"", ""Ajay Devgan""]",1401285
'Vitti Dandu' was produced by who?,9,producer,"[""Ajay Devgn"", ""Vishal Devgan"", ""Ajay Devgan""]",1401285
Who was in charge of production of 'Vitti Dandu'?,10,producer,"[""Ajay Devgn"", ""Vishal Devgan"", ""Ajay Devgan""]",1401285
Who was the producer of Inspiration?,0,producer,"[""Clarence Brown"", ""Clarence Leon Brown"", ""Irving Thalberg"", ""Irving Grant Thalberg"", ""Irving G. Thalberg""]",1654374
Who produced Inspiration?,1,producer,"[""Clarence Brown"", ""Clarence Leon Brown"", ""Irving Thalberg"", ""Irving Grant Thalberg"", ""Irving G. Thalberg""]",1654374
Who produced the work Inspiration?,2,producer,"[""Clarence Brown"", ""Clarence Leon Brown"", ""Irving Thalberg"", ""Irving Grant Thalberg"", ""Irving G. Thalberg""]",1654374
